index, name                                                   , type      , volume-mm3 
410 , ctx-lh-lingual_7                                       , cortical  ,      825.0 
411 , ctx-lh-fusiform_1                                      , cortical  ,     1159.0 
412 , ctx-lh-fusiform_2                                      , cortical  ,      677.0 
413 , ctx-lh-fusiform_3                                      , cortical  ,     1987.0 
414 , ctx-lh-fusiform_4                                      , cortical  ,     1039.0 
415 , ctx-lh-fusiform_5                                      , cortical  ,      794.0 
416 , ctx-lh-fusiform_6                                      , cortical  ,     1365.0 
417 , ctx-lh-fusiform_7                                      , cortical  ,     1185.0 
418 , ctx-lh-fusiform_8                                      , cortical  ,     2163.0 
419 , ctx-lh-parahippocampal_1                               , cortical  ,      686.0 
420 , ctx-lh-parahippocampal_2                               , cortical  ,      264.0 
421 , ctx-lh-parahippocampal_3                               , cortical  ,      870.0 
422 , ctx-lh-entorhinal_1                                    , cortical  ,     2094.0 
423 , ctx-lh-temporalpole_1                                  , cortical  ,     2682.0 
424 , ctx-lh-inferiortemporal_1                              , cortical  ,     1263.0 
425 , ctx-lh-inferiortemporal_2                              , cortical  ,     1731.0 
426 , ctx-lh-inferiortemporal_3                              , cortical  ,     1093.0 
427 , ctx-lh-inferiortemporal_4                              , cortical  ,     1908.0 
428 , ctx-lh-inferiortemporal_5                              , cortical  ,     3678.0 
429 , ctx-lh-inferiortemporal_6                              , cortical  ,     1828.0 
430 , ctx-lh-inferiortemporal_7                              , cortical  ,     1876.0 
431 , ctx-lh-middletemporal_1                                , cortical  ,     1350.0 
432 , ctx-lh-middletemporal_2                                , cortical  ,     1328.0 
433 , ctx-lh-middletemporal_3                                , cortical  ,     1474.0 
434 , ctx-lh-middletemporal_4                                , cortical  ,      623.0 
435 , ctx-lh-middletemporal_5                                , cortical  ,     1285.0 
436 , ctx-lh-middletemporal_6                                , cortical  ,     1260.0 
437 , ctx-lh-middletemporal_7                                , cortical  ,     2678.0 
438 , ctx-lh-middletemporal_8                                , cortical  ,     1452.0 
439 , ctx-lh-middletemporal_9                                , cortical  ,     1531.0 
440 , ctx-lh-bankssts_1                                      , cortical  ,      839.0 
441 , ctx-lh-bankssts_2                                      , cortical  ,      698.0 
442 , ctx-lh-bankssts_3                                      , cortical  ,     1148.0 
443 , ctx-lh-superiortemporal_1                              , cortical  ,      715.0 
444 , ctx-lh-superiortemporal_2                              , cortical  ,     2627.0 
445 , ctx-lh-superiortemporal_3                              , cortical  ,      324.0 
446 , ctx-lh-superiortemporal_4                              , cortical  ,     1403.0 
447 , ctx-lh-superiortemporal_5                              , cortical  ,     1121.0 
448 , ctx-lh-superiortemporal_6                              , cortical  ,     1386.0 
449 , ctx-lh-superiortemporal_7                              , cortical  ,      764.0 
450 , ctx-lh-superiortemporal_8                              , cortical  ,     1894.0 
451 , ctx-lh-superiortemporal_9                              , cortical  ,      511.0 
452 , ctx-lh-superiortemporal_10                             , cortical  ,      856.0 
453 , ctx-lh-superiortemporal_11                             , cortical  ,     2063.0 
454 , ctx-lh-transversetemporal_1                            , cortical  ,     1269.0 
455 , ctx-lh-insula_1                                        , cortical  ,      515.0 
456 , ctx-lh-insula_2                                        , cortical  ,     1158.0 
457 , ctx-lh-insula_3                                        , cortical  ,      578.0 
458 , ctx-lh-insula_4                                        , cortical  ,     1252.0 
459 , ctx-lh-insula_5                                        , cortical  ,      867.0 
460 , ctx-lh-insula_6                                        , cortical  ,     2494.0 
461 , ctx-lh-insula_7                                        , cortical  ,      554.0 
462 , Left-Pulvinar                                          , subcortical,        0.0 
463 , Left-Anterior                                          , subcortical,        0.0 
464 , Left-Medio_Dorsal                                      , subcortical,        0.0 
465 , Left-Ventral_Latero_Dorsal                             , subcortical,        0.0 
466 , Left-Central_Lateral-Lateral_Posterior-Medial_Pulvinar , subcortical,        0.0 
467 , Left-Ventral_Anterior                                  , subcortical,        0.0 
468 , Left-Ventral_Latero_Ventral                            , subcortical,        0.0 
469 , Left-Thalamus_Proper                                   , subcortical,    10034.0 
470 , Left-Caudate                                           , subcortical,     4499.0 
471 , Left-Putamen                                           , subcortical,     6187.0 
472 , Left-Pallidum                                          , subcortical,     2581.0 
473 , Left-Accumbens_area                                    , subcortical,      553.0 
474 , Left-Hippocampus                                       , subcortical,     5427.0 
475 , Left-Amygdala                                          , subcortical,     1870.0 
476 , Left-VentralDC                                         , subcortical,     5553.0 
477 , brainstem                                              , subcortical,    24749.0 
